field	field_role	type	n_present	missing_pct	values	association_status	action_block_assoc	action_recheck_assoc	action_enter_assoc	association_n
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:36	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6514, ""True"": 109}"	computed_or_insufficient	0.03538	0.03347	0.0114	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:37	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6586, ""True"": 37}"	computed_or_insufficient	0.0154	0.01856	0.01657	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:38	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6534, ""True"": 89}"	computed_or_insufficient	0.02578	0.02402	0.01028	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:39	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6521, ""True"": 102}"	computed_or_insufficient	0.04591	0.04673	0.00301	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:40	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6577, ""True"": 46}"	computed_or_insufficient	0.01024	0.01279	0.01343	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:41	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6610, ""True"": 13}"	computed_or_insufficient	0.02468	0.02409	0.00391	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:42	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6530, ""True"": 93}"	computed_or_insufficient	0.02079	0.01896	0.01051	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:43	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6553, ""True"": 70}"	computed_or_insufficient	0.02755	0.02915	0.00779	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:44	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6507, ""True"": 116}"	computed_or_insufficient	0.02796	0.02838	0.00141	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:45	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6408, ""True"": 215}"	computed_or_insufficient	0.05256	0.04986	0.01614	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:46	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6383, ""True"": 240}"	computed_or_insufficient	0.03026	0.02898	0.00784	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:47	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6530, ""True"": 93}"	computed_or_insufficient	0.02891	0.02713	0.01051	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:48	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6509, ""True"": 114}"	computed_or_insufficient	0.02898	0.02945	0.00162	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:49	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6605, ""True"": 18}"	computed_or_insufficient	0.01916	0.01842	0.0046	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:50	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6537, ""True"": 86}"	computed_or_insufficient	0.02616	0.02443	0.0101	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:51	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6592, ""True"": 31}"	computed_or_insufficient	0.01662	0.02028	0.01927	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:52	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6539, ""True"": 84}"	computed_or_insufficient	0.04445	0.04285	0.00998	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:53	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6447, ""True"": 176}"	computed_or_insufficient	0.02367	0.02111	0.01456	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:54	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6621, ""True"": 2}"	computed_or_insufficient	0.00584	0.01228	0.09788	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:55	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6558, ""True"": 65}"	computed_or_insufficient	0.03924	0.03783	0.00877	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:56	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6580, ""True"": 43}"	computed_or_insufficient	0.03827	0.03716	0.00712	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:57	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6460, ""True"": 163}"	computed_or_insufficient	0.03594	0.03253	0.01945	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:58	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6477, ""True"": 146}"	computed_or_insufficient	0.01027	0.01005	0.00146	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:10:59	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6599, ""True"": 24}"	computed_or_insufficient	0.01498	0.01605	0.00531	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:00	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6619, ""True"": 4}"	computed_or_insufficient	0.00827	0.00872	0.00217	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:01	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6616, ""True"": 7}"	computed_or_insufficient	0.00604	0.0066	0.00287	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:02	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6609, ""True"": 14}"	computed_or_insufficient	0.00533	0.01159	0.03355	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:03	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6575, ""True"": 48}"	computed_or_insufficient	0.02761	0.02637	0.00753	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:04	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6615, ""True"": 8}"	computed_or_insufficient	0.00252	0.00612	0.04667	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:05	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6512, ""True"": 111}"	computed_or_insufficient	0.03676	0.03483	0.0115	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:06	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6567, ""True"": 56}"	computed_or_insufficient	0.00322	0.00225	0.02959	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:07	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6599, ""True"": 24}"	computed_or_insufficient	0.02214	0.02128	0.00531	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:08	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6610, ""True"": 13}"	computed_or_insufficient	0.01028	0.00961	0.00391	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:09	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6553, ""True"": 70}"	computed_or_insufficient	0.03378	0.03229	0.0091	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:10	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6538, ""True"": 85}"	computed_or_insufficient	0.0395	0.03786	0.01004	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:11	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6385, ""True"": 238}"	computed_or_insufficient	0.04462	0.04344	0.00773	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:12	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6533, ""True"": 90}"	computed_or_insufficient	0.02107	0.01927	0.01034	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:13	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6620, ""True"": 3}"	computed_or_insufficient	0.0153	0.01504	0.00188	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:14	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6559, ""True"": 64}"	computed_or_insufficient	0.03843	0.03703	0.0087	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:15	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6496, ""True"": 127}"	computed_or_insufficient	0.0308	0.02869	0.01232	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:16	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6603, ""True"": 20}"	computed_or_insufficient	0.01633	0.01552	0.00485	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:17	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6605, ""True"": 18}"	computed_or_insufficient	0.01304	0.01226	0.0046	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:18	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6568, ""True"": 55}"	computed_or_insufficient	0.03769	0.0364	0.00806	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:19	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6537, ""True"": 86}"	computed_or_insufficient	0.0346	0.03292	0.0101	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:20	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6598, ""True"": 25}"	computed_or_insufficient	0.01827	0.01736	0.00542	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:21	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6418, ""True"": 205}"	computed_or_insufficient	0.02055	0.02359	0.01574	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:22	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6578, ""True"": 45}"	computed_or_insufficient	0.0323	0.03113	0.00729	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:23	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6622, ""True"": 1}"	computed_or_insufficient	0.00883	0.00868	0.00108	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:24	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6547, ""True"": 76}"	computed_or_insufficient	0.03855	0.03701	0.00949	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:25	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6597, ""True"": 26}"	computed_or_insufficient	0.01965	0.01873	0.00553	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:26	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6606, ""True"": 17}"	computed_or_insufficient	0.01128	0.01051	0.00447	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:27	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6589, ""True"": 34}"	computed_or_insufficient	0.02042	0.01937	0.00633	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:28	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6595, ""True"": 28}"	computed_or_insufficient	0.03701	0.03616	0.00574	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:29	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6579, ""True"": 44}"	computed_or_insufficient	0.04309	0.042	0.0072	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:30	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6576, ""True"": 47}"	computed_or_insufficient	0.04179	0.04064	0.00745	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:31	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6600, ""True"": 23}"	computed_or_insufficient	0.01535	0.01447	0.0052	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:32	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6609, ""True"": 14}"	computed_or_insufficient	0.01921	0.01856	0.00405	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:33	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6404, ""True"": 219}"	computed_or_insufficient	0.03101	0.0342	0.01629	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:34	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6600, ""True"": 23}"	computed_or_insufficient	0.01535	0.01447	0.0052	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:35	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6497, ""True"": 126}"	computed_or_insufficient	0.0208	0.01864	0.01227	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:36	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6533, ""True"": 90}"	computed_or_insufficient	0.01832	0.01927	0.00458	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:37	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6419, ""True"": 204}"	computed_or_insufficient	0.03413	0.03538	0.00571	6623
payload.entry_candle_context.multi_timeframe_context.source_quality.observed_no_trade_minutes.contains:11:38	collected_raw_precursor	categorical	6623	62.17	"{""False"": 6546, ""True"": 77}"	computed_or_insufficient	0.02446	0.02282	0.00955	6623
